hour_number_dec,hour_number,price,demand,capacity
2024-02-07 05:00:00,20240207-5,38.51,14996,24837
2024-02-07 06:00:00,20240207-6,37.96,15591,24613
2024-02-07 07:00:00,20240207-7,33.26,16761,24569
2024-02-07 08:00:00,20240207-8,42.36,17894,24569
2024-02-07 09:00:00,20240207-9,45.81,18235,24694
2024-02-07 10:00:00,20240207-10,44.98,18026,24775
2024-02-07 11:00:00,20240207-11,44.38,17562,24614
2024-02-07 12:00:00,20240207-12,37.51,17071,24426
2024-02-07 13:00:00,20240207-13,31.94,16642,24418
2024-02-07 14:00:00,20240207-14,32.41,16655,24491
2024-02-07 15:00:00,20240207-15,31.22,16751,24517
2024-02-07 16:00:00,20240207-16,31.73,16936,24495
2024-02-07 17:00:00,20240207-17,36.62,17728,24404
2024-02-07 18:00:00,20240207-18,46.76,18478,24439
2024-02-07 19:00:00,20240207-19,37.63,18692,24609
2024-02-07 20:00:00,20240207-20,37.75,18450,24871
2024-02-07 21:00:00,20240207-21,35.67,18070,25260
2024-02-07 22:00:00,20240207-22,36.52,17460,24653
2024-02-07 23:00:00,20240207-23,33.53,16369,25427
2024-02-08 00:00:00,20240208-0,30.12,15367,25560
2024-02-08 01:00:00,20240208-1,27.25,14714,25825
2024-02-08 02:00:00,20240208-2,26.77,14338,25783
2024-02-08 03:00:00,20240208-3,25.57,14250,25847
2024-02-08 04:00:00,20240208-4,25.84,14273,25802
2024-02-08 05:00:00,20240208-5,25.86,14296,25827
2024-02-08 06:00:00,20240208-6,27.57,14837,26010
2024-02-08 07:00:00,20240208-7,31.05,16423,25964
2024-02-08 08:00:00,20240208-8,35.79,17578,25844
2024-02-08 09:00:00,20240208-9,30.5,17265,26095
2024-02-08 10:00:00,20240208-10,26.67,16984,26330
2024-02-08 11:00:00,20240208-11,26.04,16813,26384
2024-02-08 12:00:00,20240208-12,28.33,16643,26209
2024-02-08 13:00:00,20240208-13,44.5,16705,25175
2024-02-08 14:00:00,20240208-14,29.16,16447,25382
2024-02-08 15:00:00,20240208-15,25.72,15998,25671
2024-02-08 16:00:00,20240208-16,25.99,16312,25758
2024-02-08 17:00:00,20240208-17,26.17,17238,26083
2024-02-08 18:00:00,20240208-18,26.94,17677,26421
2024-02-08 19:00:00,20240208-19,25.98,17646,26199
2024-02-08 20:00:00,20240208-20,29.58,17393,27762
2024-02-08 21:00:00,20240208-21,30.28,17167,27826
2024-02-08 22:00:00,20240208-22,27.25,16843,28071
2024-02-08 23:00:00,20240208-23,22.47,15823,28113
2024-02-09 00:00:00,20240209-0,17.67,14867,27958
2024-02-09 01:00:00,20240209-1,14.34,14310,27658
2024-02-09 02:00:00,20240209-2,14.75,13901,27662
2024-02-09 03:00:00,20240209-3,14.33,13698,27483
2024-02-09 04:00:00,20240209-4,14.33,13727,27642
2024-02-09 05:00:00,20240209-5,15.55,13812,27618
2024-02-09 06:00:00,20240209-6,16.87,14268,27077
2024-02-09 07:00:00,20240209-7,23.63,15331,27622
2024-02-09 08:00:00,20240209-8,25.22,16496,27592
2024-02-09 09:00:00,20240209-9,24.34,16664,28001
2024-02-09 10:00:00,20240209-10,23.25,16422,28320
2024-02-09 11:00:00,20240209-11,15.61,16105,28256
2024-02-09 12:00:00,20240209-12,14.34,15558,28365
2024-02-09 13:00:00,20240209-13,14.32,15531,28313
2024-02-09 14:00:00,20240209-14,14.34,15707,28389
2024-02-09 15:00:00,20240209-15,17.78,15743,28395
2024-02-09 16:00:00,20240209-16,26.58,16142,28225
2024-02-09 17:00:00,20240209-17,23.67,16684,27973
2024-02-09 18:00:00,20240209-18,27.11,17056,27259
2024-02-09 19:00:00,20240209-19,27.53,17057,27251
2024-02-09 20:00:00,20240209-20,25.22,16815,27285
2024-02-09 21:00:00,20240209-21,25.16,16416,27148
2024-02-09 22:00:00,20240209-22,24.55,15861,27659
2024-02-09 23:00:00,20240209-23,19.55,15063,26873
2024-02-10 00:00:00,20240210-0,10.91,14095,26719
2024-02-10 01:00:00,20240210-1,3.7,13502,27208
2024-02-10 02:00:00,20240210-2,0.0,13037,27537
2024-02-10 03:00:00,20240210-3,0.0,12854,27639
2024-02-10 04:00:00,20240210-4,1.69,12893,27408
2024-02-10 05:00:00,20240210-5,18.88,13046,27347
2024-02-10 06:00:00,20240210-6,25.05,13499,27379
2024-02-10 07:00:00,20240210-7,23.06,14062,27112
2024-02-10 08:00:00,20240210-8,23.25,14604,26961
2024-02-10 09:00:00,20240210-9,29.43,15230,26652
2024-02-10 10:00:00,20240210-10,24.67,15287,26199
2024-02-10 11:00:00,20240210-11,17.34,14864,26706
2024-02-10 12:00:00,20240210-12,27.19,14668,27014
2024-02-10 13:00:00,20240210-13,24.88,14758,26296
2024-02-10 14:00:00,20240210-14,24.93,14753,27317
2024-02-10 15:00:00,20240210-15,15.7,14789,27228
2024-02-10 16:00:00,20240210-16,24.39,15587,26994
2024-02-10 17:00:00,20240210-17,23.59,16334,26753
2024-02-10 18:00:00,20240210-18,70.22,17216,27145
2024-02-10 19:00:00,20240210-19,25.82,17264,27283
2024-02-10 20:00:00,20240210-20,24.22,16508,27283
2024-02-10 21:00:00,20240210-21,24.92,16134,27283
2024-02-10 22:00:00,20240210-22,28.42,15725,27283
2024-02-10 23:00:00,20240210-23,24.37,15151,27479
2024-02-11 00:00:00,20240211-0,24.32,14447,27296
2024-02-11 01:00:00,20240211-1,26.76,13884,27522
2024-02-11 02:00:00,20240211-2,22.62,13535,27415
2024-02-11 03:00:00,20240211-3,16.56,13492,27193
2024-02-11 04:00:00,20240211-4,17.09,13440,26916
2024-02-11 05:00:00,20240211-5,14.33,13481,26830
2024-02-11 06:00:00,20240211-6,14.36,13617,26690
2024-02-11 07:00:00,20240211-7,22.67,14093,26264
2024-02-11 08:00:00,20240211-8,49.41,14804,25701
2024-02-11 09:00:00,20240211-9,53.43,15391,25478
2024-02-11 10:00:00,20240211-10,161.3,15966,25708
2024-02-11 11:00:00,20240211-11,41.21,16349,25607
2024-02-11 12:00:00,20240211-12,32.4,16698,25588
2024-02-11 13:00:00,20240211-13,29.63,16915,25622
2024-02-11 14:00:00,20240211-14,30.67,16957,25603
2024-02-11 15:00:00,20240211-15,25.92,16784,25775
2024-02-11 16:00:00,20240211-16,34.69,16962,25747
2024-02-11 17:00:00,20240211-17,31.18,17420,25830
2024-02-11 18:00:00,20240211-18,33.45,18038,25802
2024-02-11 19:00:00,20240211-19,30.32,18114,25796
2024-02-11 20:00:00,20240211-20,32.05,17579,25621
2024-02-11 21:00:00,20240211-21,29.3,17057,25530
2024-02-11 22:00:00,20240211-22,27.91,16458,25544
2024-02-11 23:00:00,20240211-23,24.51,15632,25740
2024-02-12 00:00:00,20240212-0,27.61,15187,25784
2024-02-12 01:00:00,20240212-1,24.38,14747,25347
2024-02-12 02:00:00,20240212-2,18.89,14159,25988
2024-02-12 03:00:00,20240212-3,19.81,13979,26046
2024-02-12 04:00:00,20240212-4,25.43,14030,25966
2024-02-12 05:00:00,20240212-5,24.38,14219,25843
2024-02-12 06:00:00,20240212-6,24.54,14790,25784
2024-02-12 07:00:00,20240212-7,34.25,16086,24819
2024-02-12 08:00:00,20240212-8,34.48,17474,25149
2024-02-12 09:00:00,20240212-9,35.34,17979,24721
2024-02-12 10:00:00,20240212-10,34.42,18010,24675
2024-02-12 11:00:00,20240212-11,39.24,17937,24668
2024-02-12 12:00:00,20240212-12,35.84,17486,24668
2024-02-12 13:00:00,20240212-13,30.11,17038,24807
2024-02-12 14:00:00,20240212-14,24.91,16862,24905
2024-02-12 15:00:00,20240212-15,24.7,16579,24937
2024-02-12 16:00:00,20240212-16,24.66,16886,25234
2024-02-12 17:00:00,20240212-17,25.11,17584,25121
2024-02-12 18:00:00,20240212-18,30.49,18320,24880
2024-02-12 19:00:00,20240212-19,34.25,18660,24934
2024-02-12 20:00:00,20240212-20,34.26,18639,24960
2024-02-12 21:00:00,20240212-21,42.97,18405,24809
2024-02-12 22:00:00,20240212-22,38.65,17775,24740
2024-02-12 23:00:00,20240212-23,29.44,16790,24796
2024-02-13 00:00:00,20240213-0,26.16,15942,24777
2024-02-13 01:00:00,20240213-1,25.26,15285,24918
2024-02-13 02:00:00,20240213-2,29.58,14915,24920
2024-02-13 03:00:00,20240213-3,27.37,14709,24921
2024-02-13 04:00:00,20240213-4,24.92,14637,25113
2024-02-13 05:00:00,20240213-5,23.97,14683,25322
2024-02-13 06:00:00,20240213-6,23.83,15137,25587
2024-02-13 07:00:00,20240213-7,27.97,16381,26145
2024-02-13 08:00:00,20240213-8,36.39,18104,26161
2024-02-13 09:00:00,20240213-9,30.26,17806,25808
2024-02-13 10:00:00,20240213-10,28.08,17659,26029
2024-02-13 11:00:00,20240213-11,28.59,17436,26377
2024-02-13 12:00:00,20240213-12,28.85,17330,26755
2024-02-13 13:00:00,20240213-13,28.82,17078,26709
2024-02-13 14:00:00,20240213-14,26.07,17295,26929
2024-02-13 15:00:00,20240213-15,26.14,17428,27200
2024-02-13 16:00:00,20240213-16,25.65,17993,27128
2024-02-13 17:00:00,20240213-17,26.32,18420,27520
2024-02-13 18:00:00,20240213-18,37.36,19020,27065
2024-02-13 19:00:00,20240213-19,41.17,19130,27135
2024-02-13 20:00:00,20240213-20,36.12,19090,27011
2024-02-13 21:00:00,20240213-21,35.56,18788,26820
2024-02-13 22:00:00,20240213-22,29.25,18196,26734
2024-02-13 23:00:00,20240213-23,28.43,17267,26625
2024-02-14 00:00:00,20240214-0,25.5,16407,26476
2024-02-14 01:00:00,20240214-1,30.75,15782,26250
2024-02-14 02:00:00,20240214-2,33.2,15402,26201
2024-02-14 03:00:00,20240214-3,27.16,15270,25975
2024-02-14 04:00:00,20240214-4,26.02,15327,25879
2024-02-14 05:00:00,20240214-5,26.58,15509,25731
2024-02-14 06:00:00,20240214-6,27.88,16070,25678
2024-02-14 07:00:00,20240214-7,39.28,17562,25211
2024-02-14 08:00:00,20240214-8,62.84,18775,25117
2024-02-14 09:00:00,20240214-9,45.27,18475,24821
2024-02-14 10:00:00,20240214-10,32.08,18110,24760
2024-02-14 11:00:00,20240214-11,28.39,17253,24796
2024-02-14 12:00:00,20240214-12,25.96,16585,24959
2024-02-14 13:00:00,20240214-13,24.95,16742,24756
2024-02-14 14:00:00,20240214-14,23.74,16697,24890
2024-02-14 15:00:00,20240214-15,23.44,16661,25033
2024-02-14 16:00:00,20240214-16,25.13,17128,25136
2024-02-14 17:00:00,20240214-17,31.15,18013,25536
2024-02-14 18:00:00,20240214-18,39.12,19049,25282
2024-02-14 19:00:00,20240214-19,43.53,19343,25230
2024-02-14 20:00:00,20240214-20,46.74,19185,25184
2024-02-14 21:00:00,20240214-21,37.44,18885,25403
2024-02-14 22:00:00,20240214-22,30.96,18300,25377
2024-02-14 23:00:00,20240214-23,30.75,17149,25507
2024-02-15 00:00:00,20240215-0,23.67,16199,25804
2024-02-15 01:00:00,20240215-1,23.95,15445,25805
2024-02-15 02:00:00,20240215-2,23.42,15148,26331
2024-02-15 03:00:00,20240215-3,23.34,15059,26179
2024-02-15 04:00:00,20240215-4,23.78,15062,26455
2024-02-15 05:00:00,20240215-5,23.84,15370,26566
2024-02-15 06:00:00,20240215-6,24.0,15798,26513
2024-02-15 07:00:00,20240215-7,24.21,16816,26844
2024-02-15 08:00:00,20240215-8,24.08,17847,27147
2024-02-15 09:00:00,20240215-9,24.54,17928,27638
2024-02-15 10:00:00,20240215-10,27.27,17945,27994
2024-02-15 11:00:00,20240215-11,28.39,18425,28282
2024-02-15 12:00:00,20240215-12,32.57,18702,28223
2024-02-15 13:00:00,20240215-13,32.89,18881,28154
2024-02-15 14:00:00,20240215-14,51.36,19166,28130
2024-02-15 15:00:00,20240215-15,34.34,19127,27784
2024-02-15 16:00:00,20240215-16,27.48,18879,27581
2024-02-15 17:00:00,20240215-17,26.91,18908,27800
2024-02-15 18:00:00,20240215-18,30.97,19256,28115
2024-02-15 19:00:00,20240215-19,28.25,19076,28207
2024-02-15 20:00:00,20240215-20,26.65,18840,28346
2024-02-15 21:00:00,20240215-21,25.77,18624,28409
2024-02-15 22:00:00,20240215-22,24.84,17986,28563
2024-02-15 23:00:00,20240215-23,25.82,17260,28527
2024-02-16 00:00:00,20240216-0,22.9,16278,28457
2024-02-16 01:00:00,20240216-1,24.57,15618,28377
2024-02-16 02:00:00,20240216-2,22.76,15176,28365
2024-02-16 03:00:00,20240216-3,32.71,15027,28362
2024-02-16 04:00:00,20240216-4,26.55,14958,28146
2024-02-16 05:00:00,20240216-5,24.82,15347,27654
2024-02-16 06:00:00,20240216-6,21.01,15849,27538
2024-02-16 07:00:00,20240216-7,23.51,16982,26810
2024-02-16 08:00:00,20240216-8,25.79,18105,26460
2024-02-16 09:00:00,20240216-9,35.28,18699,26396
2024-02-16 10:00:00,20240216-10,28.96,18712,26294
2024-02-16 11:00:00,20240216-11,28.76,18445,26414
2024-02-16 12:00:00,20240216-12,28.47,18401,26239
2024-02-16 13:00:00,20240216-13,28.89,18457,26482
2024-02-16 14:00:00,20240216-14,32.24,18385,26190
2024-02-16 15:00:00,20240216-15,31.56,18482,26109
2024-02-16 16:00:00,20240216-16,32.85,18491,25764
2024-02-16 17:00:00,20240216-17,33.81,18994,25764
2024-02-16 18:00:00,20240216-18,46.24,19385,25556
2024-02-16 19:00:00,20240216-19,40.29,19703,25903
2024-02-16 20:00:00,20240216-20,44.17,19344,25878
2024-02-16 21:00:00,20240216-21,51.02,18996,25733
2024-02-16 22:00:00,20240216-22,29.61,18254,25262
2024-02-16 23:00:00,20240216-23,32.56,17239,25074
2024-02-17 00:00:00,20240217-0,27.73,16424,25172
2024-02-17 01:00:00,20240217-1,26.9,15959,25108
2024-02-17 02:00:00,20240217-2,25.71,15439,25141
2024-02-17 03:00:00,20240217-3,23.99,15031,25294
2024-02-17 04:00:00,20240217-4,22.33,14767,25712
2024-02-17 05:00:00,20240217-5,24.61,15017,25994
2024-02-17 06:00:00,20240217-6,27.25,15581,25779
2024-02-17 07:00:00,20240217-7,26.19,16334,25540
2024-02-17 08:00:00,20240217-8,23.41,16824,25213
2024-02-17 09:00:00,20240217-9,23.53,17176,25989
2024-02-17 10:00:00,20240217-10,23.44,17202,26132
2024-02-17 11:00:00,20240217-11,23.66,16962,26580
2024-02-17 12:00:00,20240217-12,26.61,16919,26766
2024-02-17 13:00:00,20240217-13,23.74,16771,26952
2024-02-17 14:00:00,20240217-14,22.35,16583,27267
2024-02-17 15:00:00,20240217-15,22.39,16600,27489
2024-02-17 16:00:00,20240217-16,22.41,16986,27544
2024-02-17 17:00:00,20240217-17,24.2,17624,27303
2024-02-17 18:00:00,20240217-18,25.21,18498,27314
2024-02-17 19:00:00,20240217-19,29.76,18925,27377
2024-02-17 20:00:00,20240217-20,24.27,18375,27536
2024-02-17 21:00:00,20240217-21,22.65,18074,28143
2024-02-17 22:00:00,20240217-22,22.19,17585,28200
2024-02-17 23:00:00,20240217-23,24.39,16807,28601
2024-02-18 00:00:00,20240218-0,22.4,16079,28695
2024-02-18 01:00:00,20240218-1,22.35,15486,28684
2024-02-18 02:00:00,20240218-2,22.23,15336,28775
2024-02-18 03:00:00,20240218-3,25.21,15029,28692
2024-02-18 04:00:00,20240218-4,14.38,14861,28664
2024-02-18 05:00:00,20240218-5,14.39,14795,28836
2024-02-18 06:00:00,20240218-6,14.87,14808,28842
2024-02-18 07:00:00,20240218-7,21.96,15377,28818
2024-02-18 08:00:00,20240218-8,21.79,15824,28827
2024-02-18 09:00:00,20240218-9,22.61,16353,28902
2024-02-18 10:00:00,20240218-10,22.21,16918,28994
2024-02-18 11:00:00,20240218-11,22.73,17198,28915
2024-02-18 12:00:00,20240218-12,22.53,17369,28912
2024-02-18 13:00:00,20240218-13,22.29,17180,28934
2024-02-18 14:00:00,20240218-14,20.11,16706,28976
2024-02-18 15:00:00,20240218-15,22.19,16668,28918
2024-02-18 16:00:00,20240218-16,20.58,17104,28904
2024-02-18 17:00:00,20240218-17,20.8,17563,28722
2024-02-18 18:00:00,20240218-18,23.71,18021,28610
2024-02-18 19:00:00,20240218-19,27.22,18221,28049
2024-02-18 20:00:00,20240218-20,27.93,17987,27853
2024-02-18 21:00:00,20240218-21,23.89,17534,27558
2024-02-18 22:00:00,20240218-22,23.78,16963,27167
2024-02-18 23:00:00,20240218-23,22.62,16259,27409
2024-02-19 00:00:00,20240219-0,27.53,15747,27131
2024-02-19 01:00:00,20240219-1,23.77,15497,26706
2024-02-19 02:00:00,20240219-2,26.08,15279,26426
2024-02-19 03:00:00,20240219-3,26.59,15201,26023
2024-02-19 04:00:00,20240219-4,30.06,15075,25633
2024-02-19 05:00:00,20240219-5,27.31,15288,25438
2024-02-19 06:00:00,20240219-6,27.37,15547,25219
2024-02-19 07:00:00,20240219-7,29.65,16134,25057
2024-02-19 08:00:00,20240219-8,27.57,16581,25039
2024-02-19 09:00:00,20240219-9,27.57,16643,25105
2024-02-19 10:00:00,20240219-10,27.4,16586,25552
2024-02-19 11:00:00,20240219-11,27.16,16259,25248
2024-02-19 12:00:00,20240219-12,26.28,15983,25157
2024-02-19 13:00:00,20240219-13,25.55,15836,25245
2024-02-19 14:00:00,20240219-14,22.64,15724,25211
2024-02-19 15:00:00,20240219-15,22.62,15779,25165
2024-02-19 16:00:00,20240219-16,23.41,16312,25145
2024-02-19 17:00:00,20240219-17,26.27,17423,25119
2024-02-19 18:00:00,20240219-18,40.36,18445,24977
2024-02-19 19:00:00,20240219-19,33.83,18745,25004
2024-02-19 20:00:00,20240219-20,33.8,18328,25297
2024-02-19 21:00:00,20240219-21,25.54,17862,25509
2024-02-19 22:00:00,20240219-22,25.76,17195,24976
2024-02-19 23:00:00,20240219-23,25.62,16367,25041
2024-02-20 00:00:00,20240220-0,26.74,15757,25218
2024-02-20 01:00:00,20240220-1,25.5,15205,25285
2024-02-20 02:00:00,20240220-2,26.84,14903,25331
2024-02-20 03:00:00,20240220-3,25.99,14835,25301
2024-02-20 04:00:00,20240220-4,27.1,14899,25309
2024-02-20 05:00:00,20240220-5,27.25,15147,25503
2024-02-20 06:00:00,20240220-6,27.79,15903,25670
2024-02-20 07:00:00,20240220-7,33.54,17218,25531
2024-02-20 08:00:00,20240220-8,43.33,18527,25477
2024-02-20 09:00:00,20240220-9,33.43,18379,25129
2024-02-20 10:00:00,20240220-10,32.47,17841,25028
2024-02-20 11:00:00,20240220-11,27.31,17110,25370
2024-02-20 12:00:00,20240220-12,25.16,16789,25188
2024-02-20 13:00:00,20240220-13,25.11,16649,25234
2024-02-20 14:00:00,20240220-14,23.67,16528,25248
2024-02-20 15:00:00,20240220-15,23.54,16320,25475
2024-02-20 16:00:00,20240220-16,23.43,16609,25620
2024-02-20 17:00:00,20240220-17,23.67,17233,25386
2024-02-20 18:00:00,20240220-18,27.96,18287,25518
2024-02-20 19:00:00,20240220-19,26.5,18683,25838
2024-02-20 20:00:00,20240220-20,27.62,18693,26152
2024-02-20 21:00:00,20240220-21,28.86,18533,26707
2024-02-20 22:00:00,20240220-22,23.01,17974,26721
2024-02-20 23:00:00,20240220-23,23.59,17058,27165
2024-02-21 00:00:00,20240221-0,24.69,16110,27126
2024-02-21 01:00:00,20240221-1,25.26,15473,26702
2024-02-21 02:00:00,20240221-2,20.17,15026,26900
2024-02-21 03:00:00,20240221-3,20.41,14848,27018
2024-02-21 04:00:00,20240221-4,15.43,14845,27139
2024-02-21 05:00:00,20240221-5,17.26,15144,27256
2024-02-21 06:00:00,20240221-6,23.21,15598,27388
2024-02-21 07:00:00,20240221-7,26.61,16776,27478
2024-02-21 08:00:00,20240221-8,26.8,17758,27264
2024-02-21 09:00:00,20240221-9,26.96,17612,27250
2024-02-21 10:00:00,20240221-10,25.41,17084,26969
2024-02-21 11:00:00,20240221-11,26.78,16702,26949
2024-02-21 12:00:00,20240221-12,22.51,16369,26921
2024-02-21 13:00:00,20240221-13,20.72,15695,27038
2024-02-21 14:00:00,20240221-14,20.16,15815,27111
2024-02-21 15:00:00,20240221-15,21.98,15926,27178
2024-02-21 16:00:00,20240221-16,19.19,16475,27599
2024-02-21 17:00:00,20240221-17,20.69,17194,27564
2024-02-21 18:00:00,20240221-18,24.84,17999,27941
2024-02-21 19:00:00,20240221-19,27.59,18195,27756
2024-02-21 20:00:00,20240221-20,23.02,17897,27866
2024-02-21 21:00:00,20240221-21,19.81,17473,28241
2024-02-21 22:00:00,20240221-22,21.96,16791,28277
2024-02-21 23:00:00,20240221-23,20.36,15831,28190
2024-02-22 00:00:00,20240222-0,21.32,15035,28202
2024-02-22 01:00:00,20240222-1,19.96,14314,28109
2024-02-22 02:00:00,20240222-2,14.74,13954,27788
2024-02-22 03:00:00,20240222-3,20.12,13799,27604
2024-02-22 04:00:00,20240222-4,14.51,13813,26736
2024-02-22 05:00:00,20240222-5,14.75,14015,26442
2024-02-22 06:00:00,20240222-6,19.99,14507,26148
2024-02-22 07:00:00,20240222-7,23.58,15847,25859
2024-02-22 08:00:00,20240222-8,33.83,17416,25531
2024-02-22 09:00:00,20240222-9,33.65,17735,24891
2024-02-22 10:00:00,20240222-10,28.95,17283,24815
2024-02-22 11:00:00,20240222-11,34.99,17294,24930
2024-02-22 12:00:00,20240222-12,34.68,17125,24922
2024-02-22 13:00:00,20240222-13,28.19,16699,24841
2024-02-22 14:00:00,20240222-14,27.14,16508,24927
2024-02-22 15:00:00,20240222-15,24.17,16391,25009
2024-02-22 16:00:00,20240222-16,26.42,16778,24978
2024-02-22 17:00:00,20240222-17,31.27,17250,25021
2024-02-22 18:00:00,20240222-18,32.91,17554,24993
2024-02-22 19:00:00,20240222-19,34.95,17863,24519
2024-02-22 20:00:00,20240222-20,41.37,17991,24553
2024-02-22 21:00:00,20240222-21,48.66,17636,24642
2024-02-22 22:00:00,20240222-22,30.3,17138,24692
2024-02-22 23:00:00,20240222-23,27.78,16265,24625
2024-02-23 00:00:00,20240223-0,25.62,15418,24642
2024-02-23 01:00:00,20240223-1,25.32,14740,24684
2024-02-23 02:00:00,20240223-2,23.86,14314,24748
2024-02-23 03:00:00,20240223-3,20.92,14103,24909
2024-02-23 04:00:00,20240223-4,19.73,14063,25234
2024-02-23 05:00:00,20240223-5,20.07,14210,25448
2024-02-23 06:00:00,20240223-6,23.43,14836,25446
2024-02-23 07:00:00,20240223-7,27.76,16247,25381
2024-02-23 08:00:00,20240223-8,33.45,17420,25363
2024-02-23 09:00:00,20240223-9,33.72,17582,25454
2024-02-23 10:00:00,20240223-10,27.92,17143,25571
2024-02-23 11:00:00,20240223-11,23.99,16159,25081
2024-02-23 12:00:00,20240223-12,18.98,15767,25385
2024-02-23 13:00:00,20240223-13,17.21,15538,26193
2024-02-23 14:00:00,20240223-14,17.1,15459,26534
2024-02-23 15:00:00,20240223-15,17.1,15414,26747
2024-02-23 16:00:00,20240223-16,16.24,15653,26996
2024-02-23 17:00:00,20240223-17,16.6,16279,27077
2024-02-23 18:00:00,20240223-18,18.14,17534,27080
2024-02-23 19:00:00,20240223-19,21.44,18149,27240
2024-02-23 20:00:00,20240223-20,24.91,18339,27298
2024-02-23 21:00:00,20240223-21,24.63,18222,27024
2024-02-23 22:00:00,20240223-22,23.74,17626,26680
2024-02-23 23:00:00,20240223-23,20.81,16946,27130
2024-02-24 00:00:00,20240224-0,20.13,16307,26988
2024-02-24 01:00:00,20240224-1,24.26,15475,27035
2024-02-24 02:00:00,20240224-2,23.54,15285,26749
2024-02-24 03:00:00,20240224-3,19.79,15197,26754
2024-02-24 04:00:00,20240224-4,20.11,15108,26652
2024-02-24 05:00:00,20240224-5,20.16,15131,26285
2024-02-24 06:00:00,20240224-6,20.54,15655,26229
2024-02-24 07:00:00,20240224-7,25.96,16517,26088
2024-02-24 08:00:00,20240224-8,27.71,17055,25741
2024-02-24 09:00:00,20240224-9,27.3,16871,25666
2024-02-24 10:00:00,20240224-10,25.1,16488,25598
2024-02-24 11:00:00,20240224-11,24.46,16035,25458
2024-02-24 12:00:00,20240224-12,26.25,16048,25437
2024-02-24 13:00:00,20240224-13,24.1,15977,25162
2024-02-24 14:00:00,20240224-14,23.45,15721,25089
2024-02-24 15:00:00,20240224-15,23.51,15532,25068
2024-02-24 16:00:00,20240224-16,24.54,15780,24895
2024-02-24 17:00:00,20240224-17,25.02,16737,24611
2024-02-24 18:00:00,20240224-18,30.21,17933,24359
2024-02-24 19:00:00,20240224-19,33.24,18647,24346
2024-02-24 20:00:00,20240224-20,38.14,18422,24422
2024-02-24 21:00:00,20240224-21,33.34,17828,24659
2024-02-24 22:00:00,20240224-22,28.7,17144,25053
2024-02-24 23:00:00,20240224-23,24.1,16438,25568
2024-02-25 00:00:00,20240225-0,21.74,15963,26618
2024-02-25 01:00:00,20240225-1,27.58,15309,26462
2024-02-25 02:00:00,20240225-2,27.43,14915,26861
2024-02-25 03:00:00,20240225-3,26.23,14755,26465
2024-02-25 04:00:00,20240225-4,26.22,14518,26598
2024-02-25 05:00:00,20240225-5,26.23,14535,26765
2024-02-25 06:00:00,20240225-6,22.63,14686,26810
2024-02-25 07:00:00,20240225-7,22.63,14977,26989
2024-02-25 08:00:00,20240225-8,26.22,15316,27271
2024-02-25 09:00:00,20240225-9,22.93,15341,27474
2024-02-25 10:00:00,20240225-10,14.36,15048,27708
2024-02-25 11:00:00,20240225-11,14.37,14668,27918
2024-02-25 12:00:00,20240225-12,6.11,14533,28042
2024-02-25 13:00:00,20240225-13,8.83,14518,28093
2024-02-25 14:00:00,20240225-14,20.51,14777,28084
2024-02-25 15:00:00,20240225-15,23.36,15227,28045
2024-02-25 16:00:00,20240225-16,23.18,16062,28004
2024-02-25 17:00:00,20240225-17,24.77,16856,27649
2024-02-25 18:00:00,20240225-18,27.52,17555,27538
2024-02-25 19:00:00,20240225-19,26.6,17713,27596
2024-02-25 20:00:00,20240225-20,27.67,17425,27521
2024-02-25 21:00:00,20240225-21,28.95,17075,27305
2024-02-25 22:00:00,20240225-22,26.96,16623,27141
2024-02-25 23:00:00,20240225-23,24.24,15757,26903
2024-02-26 00:00:00,20240226-0,22.03,14587,26588
2024-02-26 01:00:00,20240226-1,23.5,14120,26598
2024-02-26 02:00:00,20240226-2,25.75,14010,26264
2024-02-26 03:00:00,20240226-3,23.14,14102,25680
2024-02-26 04:00:00,20240226-4,23.12,14178,25373
2024-02-26 05:00:00,20240226-5,23.13,14348,25472
2024-02-26 06:00:00,20240226-6,26.38,14884,25093
2024-02-26 07:00:00,20240226-7,40.42,16326,25129
2024-02-26 08:00:00,20240226-8,37.52,17390,24937
2024-02-26 09:00:00,20240226-9,27.87,16968,25171
2024-02-26 10:00:00,20240226-10,31.76,16589,25555
2024-02-26 11:00:00,20240226-11,25.11,15732,25127
2024-02-26 12:00:00,20240226-12,23.64,15137,25198
2024-02-26 13:00:00,20240226-13,22.48,15279,25345
2024-02-26 14:00:00,20240226-14,22.45,15162,25459
2024-02-26 15:00:00,20240226-15,22.46,15115,25645
2024-02-26 16:00:00,20240226-16,22.21,15596,25647
2024-02-26 17:00:00,20240226-17,26.47,16479,25470
2024-02-26 18:00:00,20240226-18,32.77,17557,26498
2024-02-26 19:00:00,20240226-19,26.67,17676,26991
2024-02-26 20:00:00,20240226-20,24.07,17386,27894
2024-02-26 21:00:00,20240226-21,22.47,17047,28542
2024-02-26 22:00:00,20240226-22,22.73,16597,28707
2024-02-26 23:00:00,20240226-23,22.55,15672,28786
2024-02-27 00:00:00,20240227-0,35.34,14858,28745
2024-02-27 01:00:00,20240227-1,15.06,14081,28794
2024-02-27 02:00:00,20240227-2,14.42,13870,28909
2024-02-27 03:00:00,20240227-3,5.1,13656,28982
2024-02-27 04:00:00,20240227-4,4.29,13674,29059
2024-02-27 05:00:00,20240227-5,7.37,13912,29196
2024-02-27 06:00:00,20240227-6,12.99,14581,29167
