hour_number,price,to_drop,demand,capacity
20240101-10,30.94,DSO-RD;,14890,26159
20240101-11,30.93,DSO-RD;,15240,26101
20240101-12,31.73,DSO-RD;,15564,26202
20240101-13,30.58,DSO-RD;,15920,26621
20240101-14,31.81,DSO-RD;,16072,26538
20240101-15,33.23,DSO-RD;,16339,26567
20240101-16,30.14,DSO-RD;,16538,26154
20240101-17,31.86,DSO-RD;,17147,26339
20240101-18,34.02,DSO-RD;,17805,26426
20240101-19,34.14,DSO-RD;,17525,26509
20240101-20,32.15,DSO-RD;,17261,26641
20240101-21,31.55,DSO-RD;,16822,26442
20240101-22,31.09,DSO-RD;,16303,26790
20240101-23,30.74,DSO-RD;,15410,26293
20240101-24,27.98,DSO-RD;,14694,26953
20240115-1,60.97,DSO-RD;,15838,28495
20240115-2,58.1,DSO-RD;,15599,29054
20240115-3,79.7,DSO-RD;,15437,28894
20240115-4,90.64,DSO-RD;,15609,28328
20240115-5,70.98,DSO-RD;,15884,28663
20240115-6,37.25,DSO-RD;,16518,28484
20240115-7,99.04,DSO-RD;,17882,27306
20240115-8,104.09,DSO-RD;,19438,26834
20240115-9,104.73,DSO-RD;,19933,26686
20240115-10,101.94,DSO-RD;,19620,26724
20240115-11,96.36,DSO-RD;,19252,26815
20240115-12,91.62,DSO-RD;,18883,26807
20240115-13,98.5,DSO-RD;,18755,26570
20240115-14,67.54,DSO-RD;,18747,26794
20240115-15,99.52,DSO-RD;,18897,26766
20240115-16,104.12,DSO-RD;,19288,27239
20240115-17,105.66,ADMIN;,20040,27106
20240115-18,123.52,DSO-RD;,20880,27978
20240115-19,127.48,DSO-RD;,20603,27735
20240115-20,113.13,DSO-RD;,20174,27666
20240115-21,106.09,DSO-RD;,19837,27666
20240115-22,84.03,DSO-RD;,19145,28121
20240115-23,73.67,DSO-RD;,18159,27765
20240115-24,76.28,DSO-RD;,17236,27298
20240129-1,27.07,DSO-RD;,14886,27005
20240129-2,27.2,DSO-RD;,14398,27554
20240129-3,23.31,DSO-RD;,14206,27652
20240129-4,23.85,ADMIN;,14254,27570
20240129-5,24.83,DSO-RD;,14497,27561
20240129-6,27.79,DSO-RD;,14980,27430
20240129-7,32.28,DSO-RD;,16407,27348
20240129-8,45.77,DSO-RD;,18137,26578
20240129-9,39.24,DSO-RD;,18469,26482
20240129-10,38.12,DSO-RD;,18393,26422
20240129-11,37.9,DSO-RD;,18313,26204
20240129-12,55.05,DSO-RD;,18045,25736
20240129-13,46.18,DSO-RD;,17808,25655
20240129-14,38.51,DSO-RD;,17474,25610
20240129-15,37.75,DSO-RD;,17335,25576
20240129-16,32.2,DSO-RD;,17355,25677
20240129-17,31.46,DSO-RD;,17860,25784
20240129-18,41.02,DSO-RD;,18857,25937
20240129-19,36.1,DSO-RD;,18978,26633
20240129-20,39.34,DSO-RD;,18633,26690
20240129-21,40.61,DSO-RD;,18256,27036
20240129-22,34.34,DSO-RD;,17605,27200
20240129-23,28.42,DSO-RD;,16571,27552
20240129-24,27.92,DSO-RD;,15676,27859
20240303-1,28.89,DSO-RD;,13697,24557
20240303-2,22.95,DSO-RD;,13384,24588
20240303-3,22.87,DSO-RD;,12966,24554
20240303-4,22.96,DSO-RD;,12936,24566
20240303-5,22.79,DSO-RD;,12950,24651
20240303-6,22.82,DSO-RD;,13330,24270
20240303-7,25.12,DSO-RD;,13918,24297
20240303-8,24.09,DSO-RD;,14436,24353
20240303-9,27.92,DSO-RD;,14876,23937
20240303-10,32.62,DSO-RD;,15472,24130
20240303-11,65.59,DSO-RD;,15929,23679
20240303-12,31.68,DSO-RD;,15747,23675
20240303-13,24.25,DSO-RD;,15279,24764
20240303-14,22.78,DSO-RD;,15210,25077
20240303-15,22.8,DSO-RD;,15295,25302
20240303-16,20.87,DSO-RD;,15483,25358
20240303-17,22.88,DSO-RD;,15952,25190
20240303-18,24.86,DSO-RD;,16600,25722
20240303-19,23.95,DSO-RD;,16937,26550
20240303-20,22.79,DSO-RD;,16597,26642
20240303-21,25.73,DSO-RD;,16329,27077
20240303-22,23.19,DSO-RD;,15859,27474
20240303-23,19.74,DSO-RD;,14878,27767
20240303-24,6.39,DSO-RD;,14093,27822
20240307-1,6.02,DSO-RD;,13853,25892
20240307-2,8.16,DSO-RD;,13730,26041
20240307-3,34.67,DSO-RD;,13623,25758
20240307-4,26.99,DSO-RD;,13648,25548
20240307-5,24.87,DSO-RD;,13821,25364
20240307-6,25.71,DSO-RD;,14255,25269
20240307-7,32.84,DSO-RD;,15398,25259
20240307-8,36.63,DSO-RD;,16494,25154
20240307-9,69.44,DSO-RD;,16255,25088
20240307-10,26.38,DSO-RD;,15418,25113
20240307-11,25.71,DSO-RD;,14838,25212
20240307-12,25.12,DSO-RD;,14558,25119
20240307-13,28.71,DSO-RD;,14481,25219
20240307-14,24.89,DSO-RD;,14457,24996
20240307-15,24.88,DSO-RD;,14423,25090
20240307-16,24.46,DSO-RD;,14560,25034
20240307-17,25.61,DSO-RD;,15488,24867
20240307-18,31.34,DSO-RD;,16307,24710
20240307-19,33.95,DSO-RD;,16877,25042
20240307-20,29.76,DSO-RD;,17054,25229
20240307-21,30.54,DSO-RD;,16882,25013
20240307-22,28.54,DSO-RD;,16286,25067
20240307-23,25.51,DSO-RD;,15313,25103
20240307-24,24.41,DSO-RD;,14441,25748
20240111-1,48.01,DSO-RD;,15320,26366
20240111-2,47.31,DSO-RD;,14905,26020
20240111-3,32.26,DSO-RD;,14635,25982
20240111-4,42.52,DSO-RD;,14641,26057
20240111-5,36.54,DSO-RD;,14852,26038
20240111-6,51.72,DSO-RD;,15404,25461
20240111-7,58.25,DSO-RD;,16679,25570
20240111-8,58.56,DSO-RD;,18278,25533
20240111-9,48.49,DSO-RD;,18714,25564
20240111-10,96.71,DSO-RD;,18822,26083
20240111-11,138.18,DSO-RD;,18845,25831
20240111-12,95.3,DSO-RD;,18948,26181
20240111-13,46.34,DSO-RD;,18870,26228
20240111-14,38.85,DSO-RD;,18532,26212
20240111-15,38.55,DSO-RD;,18494,26440
20240111-16,39.99,DSO-RD;,18567,26502
20240111-17,45.06,DSO-RD;,18935,26465
20240111-18,55.73,DSO-RD;,19547,26495
20240111-19,50.47,DSO-RD;,19252,26388
20240111-20,43.74,DSO-RD;,18983,26009
20240111-21,45.77,DSO-RD;,18611,25603
20240111-22,44.88,DSO-RD;,18005,25916
20240111-23,46.91,DSO-RD;,16971,26035
20240111-24,44.99,DSO-RD;,16166,25717
20240105-1,40.43,DSO-RD;,16002,26489
20240105-2,41.48,DSO-RD;,15638,26512
20240105-3,45.82,DSO-RD;,15335,26554
20240105-4,44.85,DSO-RD;,15223,26544
20240105-5,39.7,DSO-RD;,15387,26670
20240105-6,39.49,DSO-RD;,15768,26822
20240105-7,42.55,DSO-RD;,16789,26699
20240105-8,50.4,DSO-RD;,17717,26787
20240105-9,48.91,DSO-RD;,18250,26795
20240105-10,48.48,DSO-RD;,18473,26620
20240105-11,50.58,DSO-RD;,18635,27041
20240105-12,62.36,DSO-RD;,18775,27351
20240105-13,58.28,DSO-RD;,18780,27379
20240105-14,63.86,DSO-RD;,18830,27401
20240105-15,62.14,DSO-RD;,18835,27124
20240105-16,42.01,DSO-RD;,18847,26944
20240105-17,46.61,DSO-RD;,19122,26241
20240105-18,42.79,DSO-RD;,19536,26100
20240105-19,40.37,DSO-RD;,19079,26167
20240105-20,44.6,DSO-RD;,18802,26142
20240105-21,75.84,DSO-RD;,18617,25801
20240105-22,59.13,DSO-RD;,18012,25659
20240105-23,51.75,DSO-RD;,17178,25458
20240105-24,38.74,DSO-RD;,16220,25341
20240104-1,30.35,DSO-RD;,14981,27962
20240104-2,32.03,DSO-RD;,14838,28251
20240104-3,30.46,DSO-RD;,14576,28096
20240104-4,30.44,DSO-RD;,14579,28255
20240104-5,31.39,DSO-RD;,14825,28105
20240104-6,32.71,DSO-RD;,15275,27927
20240104-7,33.12,DSO-RD;,16375,28083
20240104-8,36.78,DSO-RD;,17597,27966
20240104-9,41.08,DSO-RD;,18143,27775
20240104-10,38.85,DSO-RD;,18286,27407
20240104-11,64.69,DSO-RD;,18076,27025
20240104-12,37.33,DSO-RD;,17753,26749
20240104-13,40.25,DSO-RD;,17465,26579
20240104-14,35.53,DSO-RD;,17312,26619
20240104-15,38.44,DSO-RD;,17580,26554
20240104-16,38.17,DSO-RD;,18241,26416
20240104-17,50.99,DSO-RD;,19035,26350
20240104-18,62.47,DSO-RD;,19981,26364
20240104-19,49.13,DSO-RD;,19718,26311
20240104-20,48.48,DSO-RD;,19498,26115
20240104-21,43.98,DSO-RD;,19186,26224
20240104-22,40.95,DSO-RD;,18603,26331
20240104-23,40.24,DSO-RD;,17574,26524
20240104-24,39.79,DSO-RD;,16736,26607
20240110-1,26.67,DSO-RD;,14709,27943
20240110-2,14.5,DSO-RD;,14208,27918
20240110-3,14.35,DSO-RD;,13965,28085
20240110-4,14.64,DSO-RD;,13892,28122
20240110-5,27.81,DSO-RD;,14069,27969
20240110-6,34.22,DSO-RD;,14599,28262
20240110-7,36.95,DSO-RD;,15811,28208
20240110-8,38.12,DSO-RD;,17254,28309
20240110-9,39.93,DSO-RD;,17807,28357
20240110-10,36.98,DSO-RD;,17763,28342
20240110-11,40.75,DSO-RD;,17729,28173
20240110-12,38.26,DSO-RD;,17967,28052
20240110-13,36.81,DSO-RD;,17898,28105
20240110-14,36.78,DSO-RD;,18096,28099
20240110-15,36.74,DSO-RD;,18118,28910
20240110-16,38.09,DSO-RD;,18233,28944
20240110-17,84.42,DSO-RD;,18825,28789
20240110-18,230.48,DSO-RD;,19538,28598
20240110-19,106.26,DSO-RD;,19180,28302
20240110-20,48.17,DSO-RD;,18887,28004
20240110-21,47.74,DSO-RD;,18516,27604
20240110-22,48.06,DSO-RD;,17972,27562
20240110-23,50.88,DSO-RD;,16995,27409
20240110-24,41.75,DSO-RD;,15934,26832
20240306-1,28.94,DSO-RD;,13797,24800
20240306-2,26.49,DSO-RD;,13587,24589
20240306-3,25.99,DSO-RD;,13282,24589
20240306-4,20.69,DSO-RD;,13265,24589
20240306-5,19.47,DSO-RD;,13204,24561
20240306-6,16.63,DSO-RD;,13700,24607
20240306-7,24.89,DSO-RD;,14907,24811
20240306-8,28.93,DSO-RD;,16138,24743
20240306-9,29.44,DSO-RD;,16671,24808
20240306-10,32.29,DSO-RD;,16762,24654
20240306-11,30.23,DSO-RD;,16799,24716
20240306-12,34.5,DSO-RD;,16786,24695
20240306-13,27.0,DSO-RD;,16597,24671
20240306-14,23.52,DSO-RD;,16416,25015
20240306-15,22.91,DSO-RD;,16304,25613
20240306-16,22.86,DSO-RD;,16405,26012
20240306-17,23.02,DSO-RD;,16811,26183
20240306-18,25.17,DSO-RD;,17136,26443
20240306-19,25.57,DSO-RD;,17421,26358
20240306-20,25.11,DSO-RD;,17255,26377
20240306-21,24.77,DSO-RD;,16900,26412
20240306-22,25.77,DSO-RD;,16327,26383
20240306-23,24.35,DSO-RD;,15289,26193
20240306-24,20.2,DSO-RD;,14543,26104
20240304-1,4.66,DSO-RD;,13548,27619
20240304-2,10.69,DSO-RD;,13390,27636
20240304-3,14.38,DSO-RD;,13377,27342
20240304-4,14.37,DSO-RD;,13192,27186
20240304-5,11.6,DSO-RD;,13354,26865
20240304-6,18.4,DSO-RD;,13986,27102
20240304-7,22.46,DSO-RD;,15274,27054
20240304-8,25.01,DSO-RD;,16433,27100
20240304-9,25.76,DSO-RD;,16668,26541
20240304-10,24.08,DSO-RD;,16306,26496
20240304-11,24.65,DSO-RD;,15706,25921
20240304-12,23.87,DSO-RD;,14796,25194
20240304-13,22.67,DSO-RD;,14446,25795
20240304-14,22.26,DSO-RD;,14445,25897
20240304-15,19.58,DSO-RD;,14468,25977
20240304-16,20.56,DSO-RD;,14818,26042
20240304-17,22.85,DSO-RD;,15765,26135
20240304-18,24.42,DSO-RD;,16418,25961
20240304-19,23.63,DSO-RD;,16833,26208
20240304-20,24.13,DSO-RD;,16569,27201
20240304-21,22.85,DSO-RD;,16279,27159
20240304-22,22.45,DSO-RD;,15542,27430
20240304-23,22.41,DSO-RD;,14616,27722
20240304-24,17.55,DSO-RD;,13815,27688
20240106-1,36.01,DSO-RD;,15542,25339
20240106-2,39.06,DSO-RD;,15073,25249
20240106-3,39.03,DSO-RD;,14709,25290
20240106-4,39.16,DSO-RD;,14625,25444
20240106-5,34.6,DSO-RD;,14546,25488
20240106-6,34.98,DSO-RD;,14898,25736
20240106-7,34.83,DSO-RD;,15388,25919
20240106-8,34.31,DSO-RD;,15970,25893
20240106-9,35.13,DSO-RD;,16495,26446
20240106-10,37.12,DSO-RD;,17058,26849
20240106-11,38.85,DSO-RD;,17497,26809
20240106-12,39.34,DSO-RD;,18055,26972
20240106-13,39.43,DSO-RD;,18364,26947
20240106-14,46.14,DSO-RD;,18031,26851
20240106-15,46.28,DSO-RD;,17980,26543
20240106-16,50.39,DSO-RD;,18121,26448
20240106-17,172.21,DSO-RD;,18561,26045
20240106-18,38.02,DSO-RD;,19074,25739
20240106-19,37.37,DSO-RD;,18752,25735
20240106-20,38.16,DSO-RD;,18547,25735
20240106-21,40.39,DSO-RD;,18122,26097
20240106-22,45.23,DSO-RD;,17701,26036
20240106-23,46.52,DSO-RD;,16995,25672
20240106-24,37.49,DSO-RD;,16190,25449
20240112-1,38.23,DSO-RD;,15533,25450
20240112-2,40.86,DSO-RD;,15144,25287
20240112-3,38.52,DSO-RD;,14928,25223
20240112-4,38.24,DSO-RD;,14916,25248
20240112-5,35.43,DSO-RD;,15167,25340
20240112-6,35.09,DSO-RD;,15545,25655
20240112-7,34.83,DSO-RD;,16563,25876
20240112-8,37.93,DSO-RD;,18045,26167
20240112-9,35.51,DSO-RD;,18511,26190
20240112-10,35.06,DSO-RD;,18262,26633
20240112-11,35.05,DSO-RD;,18390,27101
20240112-12,35.05,DSO-RD;,18516,28439
20240112-13,35.07,DSO-RD;,18430,28527
20240112-14,35.08,DSO-RD;,18345,28741
20240112-15,35.06,DSO-RD;,18459,28928
20240112-16,38.94,DSO-RD;,18552,29039
20240112-17,40.98,DSO-RD;,19119,29223
20240112-18,42.31,DSO-RD;,19530,29285
20240112-19,36.72,DSO-RD;,19148,29452
20240112-20,35.42,DSO-RD;,18953,29523
20240112-21,41.27,DSO-RD;,18868,28955
20240112-22,34.61,DSO-RD;,18203,29487
20240112-23,31.89,DSO-RD;,16999,29505
20240112-24,17.81,DSO-RD;,16003,29427
20240113-1,20.08,DSO-RD;,15341,29432
20240113-2,17.45,DSO-RD;,14726,29261
20240113-3,15.85,DSO-RD;,14298,29205
20240113-4,14.67,DSO-RD;,14311,29125
20240113-5,19.02,DSO-RD;,14378,29030
20240113-6,13.87,DSO-RD;,14608,29131
20240113-7,17.3,DSO-RD;,15245,29426
20240113-8,23.33,DSO-RD;,15700,29111
20240113-9,14.35,DSO-RD;,16279,29184
20240113-10,13.88,DSO-RD;,16878,29306
20240113-11,13.69,DSO-RD;,17463,28888
20240113-12,25.03,DSO-RD;,17910,28953
20240113-13,115.45,DSO-RD;,18054,29467
20240113-14,11.43,DSO-RD;,18028,29477
20240113-15,50.91,DSO-RD;,17973,29456
20240113-16,6.02,DSO-RD;,18078,29436
20240113-17,27.7,DSO-RD;,18413,29505
20240113-18,29.52,DSO-RD;,18991,29503
20240113-19,22.97,DSO-RD;,18822,29518
20240113-20,25.68,DSO-RD;,18254,29518
20240113-21,12.08,DSO-RD;,17884,29650
20240113-22,45.17,DSO-RD;,17379,29020
20240113-23,13.09,DSO-RD;,16481,29573
20240113-24,22.39,DSO-RD;,15697,29463
20240107-1,39.04,DSO-RD;,15516,25342
20240107-2,42.12,DSO-RD;,15098,25241
20240107-3,39.31,DSO-RD;,14948,25166
20240107-4,39.31,DSO-RD;,14862,25206
20240107-5,35.97,DSO-RD;,14967,25286
20240107-6,37.19,DSO-RD;,15118,25325
20240107-7,35.87,DSO-RD;,15424,25367
20240107-8,38.41,DSO-RD;,16013,25367
20240107-9,38.72,DSO-RD;,16603,25337
20240107-10,41.3,DSO-RD;,17152,25302
20240107-11,44.35,DSO-RD;,17625,25284
20240107-12,46.45,DSO-RD;,17921,25291
20240107-13,45.73,DSO-RD;,18094,25295
20240107-14,44.89,DSO-RD;,18021,25342
20240107-15,47.53,DSO-RD;,17860,25431
20240107-16,43.66,DSO-RD;,17942,25471
20240107-17,40.28,DSO-RD;,18512,25536
20240107-18,41.44,DSO-RD;,19192,25784
20240107-19,41.68,DSO-RD;,18900,25872
20240107-20,45.39,DSO-RD;,18454,26171
20240107-21,40.07,DSO-RD;,18018,26411
20240107-22,40.88,DSO-RD;,17312,26420
20240107-23,34.38,DSO-RD;,16296,26068
20240107-24,36.87,DSO-RD;,15521,26086
20240305-1,0.0,DSO-RD;,13195,27706
20240305-2,0.0,DSO-RD;,12866,27730
20240305-3,0.0,DSO-RD;,12848,27696
20240305-4,0.0,DSO-RD;,12721,27684
20240305-5,0.0,DSO-RD;,12892,27615
20240305-6,2.73,DSO-RD;,13526,27398
20240305-7,24.93,DSO-RD;,14754,27260
20240305-8,26.97,DSO-RD;,15622,27110
20240305-9,27.11,DSO-RD;,15654,26818
20240305-10,27.3,DSO-RD;,15236,26384
20240305-11,29.11,DSO-RD;,15327,25680
20240305-12,29.4,DSO-RD;,15587,25347
20240305-13,37.74,DSO-RD;,15617,25044
20240305-14,31.77,DSO-RD;,15781,24803
20240305-15,23.53,DSO-RD;,15777,24550
20240305-16,21.16,DSO-RD;,15993,24994
20240305-17,27.57,DSO-RD;,16543,25307
20240305-18,37.98,DSO-RD;,17165,25050
20240305-19,31.27,DSO-RD;,17140,25010
20240305-20,28.78,DSO-RD;,16756,25271
20240305-21,26.1,DSO-RD;,16328,25525
20240305-22,26.86,DSO-RD;,16003,25550
20240305-23,25.91,DSO-RD;,15185,25283
20240305-24,24.69,DSO-RD;,14260,25073
20240216-1,24.57,DSO-RD;,15618,28377
20240216-2,22.76,DSO-RD;,15176,28365
20240216-3,32.71,DSO-RD;,15027,28362
20240216-4,26.55,DSO-RD;,14958,28146
20240216-5,24.82,DSO-RD;,15347,27654
20240216-6,21.01,DSO-RD;,15849,27538
20240216-7,23.51,DSO-RD;,16982,26810
20240216-8,25.79,DSO-RD;,18105,26460
20240216-9,35.28,DSO-RD;,18699,26396
20240216-10,28.96,DSO-RD;,18712,26294
20240216-11,28.76,DSO-RD;,18445,26414
20240216-12,28.47,DSO-RD;,18401,26239
20240216-13,28.89,DSO-RD;,18457,26482
20240216-14,32.24,DSO-RD;,18385,26190
20240216-15,31.56,DSO-RD;,18482,26109
20240216-16,32.85,DSO-RD;,18491,25764
20240216-17,33.81,DSO-RD;,18994,25764
20240216-18,46.24,DSO-RD;,19385,25556
20240216-19,40.29,DSO-RD;,19703,25903
20240216-20,44.17,DSO-RD;,19344,25878
20240216-21,51.02,DSO-RD;,18996,25733
20240216-22,29.61,DSO-RD;,18254,25262
20240216-23,32.56,DSO-RD;,17239,25074
20240216-24,27.73,DSO-RD;,16424,25172
20240202-1,28.02,DSO-RD;,14979,26362
20240202-2,26.85,DSO-RD;,14402,26853
20240202-3,21.93,DSO-RD;,14093,27359
20240202-4,14.35,DSO-RD;,14035,27567
20240202-5,14.64,DSO-RD;,14248,27759
20240202-6,19.42,DSO-RD;,14794,27926
20240202-7,27.96,DSO-RD;,16172,27797
20240202-8,31.53,DSO-RD;,17394,27178
20240202-9,31.56,DSO-RD;,17847,27071
20240202-10,31.52,DSO-RD;,17916,27081
20240202-11,31.15,DSO-RD;,17681,26502
20240202-12,33.34,DSO-RD;,17460,26020
20240202-13,31.81,DSO-RD;,17098,26142
20240202-14,32.45,DSO-RD;,17041,25909
20240202-15,31.66,DSO-RD;,17118,25765
20240202-16,31.53,DSO-RD;,17335,26028
20240202-17,32.55,DSO-RD;,17863,25945
20240202-18,51.04,DSO-RD;,18452,25999
20240202-19,37.35,DSO-RD;,18869,26570
20240202-20,35.76,DSO-RD;,18247,26495
20240202-21,34.7,DSO-RD;,17983,26418
20240202-22,31.79,DSO-RD;,17468,26276
20240202-23,31.34,DSO-RD;,16606,26254
20240202-24,36.45,DSO-RD;,15851,26311
20231216-1,33.86,DSO-RD;,14445,23966
20231216-2,28.59,DSO-RD;,14011,23735
20231216-3,31.54,DSO-RD;,13639,23622
20231216-4,22.3,DSO-RD;,13418,23707
20231216-5,27.77,DSO-RD;,13430,23748
20231216-6,27.69,DSO-RD;,13826,23775
20231216-7,26.98,DSO-RD;,14434,23872
20231216-8,26.96,DSO-RD;,15151,24098
20231216-9,26.48,DSO-RD;,15429,24388
20231216-10,24.38,DSO-RD;,15673,24905
20231216-11,26.95,DSO-RD;,15869,25252
20231216-12,26.96,DSO-RD;,15960,25258
20231216-13,27.8,DSO-RD;,15960,25324
20231216-14,26.61,DSO-RD;,16075,25383
20231216-15,28.4,DSO-RD;,16429,25509
20231216-16,25.78,DSO-RD;,16735,25472
20231216-17,27.12,DSO-RD;,17234,25732
20231216-18,27.1,DSO-RD;,17588,26752
20231216-19,28.0,DSO-RD;,17098,27199
20231216-20,27.6,DSO-RD;,16765,27399
20231216-21,27.05,DSO-RD;,16490,27309
20231216-22,26.95,DSO-RD;,15973,27525
20231216-23,22.19,DSO-RD;,15249,27830
20231216-24,12.23,DSO-RD;,14516,27933
20231217-1,11.1,DSO-RD;,14125,28101
20231217-2,7.37,DSO-RD;,13550,28167
20231217-3,0.81,DSO-RD;,13259,28215
20231217-4,4.57,DSO-RD;,13115,28314
20231217-5,4.95,DSO-RD;,13108,28244
20231217-6,5.23,DSO-RD;,13221,28195
20231217-7,12.5,DSO-RD;,13798,28166
20231217-8,10.77,DSO-RD;,14359,28141
20231217-9,11.59,DSO-RD;,14923,27918
20231217-10,13.33,DSO-RD;,15699,28016
20231217-11,26.33,DSO-RD;,16193,28053
20231217-12,30.49,DSO-RD;,16531,28140
20231217-13,46.5,DSO-RD;,16935,28000
20231217-14,29.47,DSO-RD;,16864,27826
20231217-15,26.92,DSO-RD;,16790,27746
20231217-16,24.73,DSO-RD;,16904,27867
20231217-17,27.77,DSO-RD;,17509,27757
20231217-18,31.71,DSO-RD;,18259,27398
20231217-19,32.04,DSO-RD;,17958,26947
20231217-20,30.79,DSO-RD;,17415,26616
20231217-21,27.91,DSO-RD;,16833,26481
20231217-22,27.5,DSO-RD;,16050,26470
20231217-23,27.76,DSO-RD;,15156,26297
20231217-24,34.32,DSO-RD;,14512,26303
20240203-1,34.18,DSO-RD;,15287,26243
20240203-2,32.98,DSO-RD;,14920,26160
20240203-3,36.01,DSO-RD;,14637,26148
20240203-4,36.92,DSO-RD;,14537,26129
20240203-5,35.64,DSO-RD;,14644,26114
20240203-6,31.28,DSO-RD;,15055,26086
20240203-7,32.02,DSO-RD;,15684,25990
20240203-8,34.2,DSO-RD;,16440,25414
20240203-9,31.73,DSO-RD;,16661,25432
20240203-10,31.44,DSO-RD;,16613,25461
20240203-11,31.46,DSO-RD;,16483,25494
20240203-12,31.35,DSO-RD;,16192,25558
20240203-13,31.62,DSO-RD;,16143,25673
20240203-14,28.17,DSO-RD;,15897,25690
20240203-15,28.86,DSO-RD;,15817,25709
20240203-16,30.09,DSO-RD;,16097,25649
20240203-17,31.38,DSO-RD;,16757,25533
20240203-18,36.41,DSO-RD;,17637,25518
20240203-19,38.52,DSO-RD;,18257,26084
20240203-20,46.53,DSO-RD;,17561,26132
20240203-21,36.41,DSO-RD;,17141,26194
20240203-22,32.94,DSO-RD;,16627,26203
20240203-23,31.37,DSO-RD;,15926,26153
20240203-24,31.53,DSO-RD;,15215,26130
20240217-1,26.9,DSO-RD;,15959,25108
20240217-2,25.71,DSO-RD;,15439,25141
20240217-3,23.99,DSO-RD;,15031,25294
20240217-4,22.33,DSO-RD;,14767,25712
20240217-5,24.61,DSO-RD;,15017,25994
20240217-6,27.25,DSO-RD;,15581,25779
20240217-7,26.19,DSO-RD;,16334,25540
20240217-8,23.41,DSO-RD;,16824,25213
20240217-9,23.53,DSO-RD;,17176,25989
20240217-10,23.44,DSO-RD;,17202,26132
20240217-11,23.66,DSO-RD;,16962,26580
20240217-12,26.61,DSO-RD;,16919,26766
20240217-13,23.74,DSO-RD;,16771,26952
20240217-14,22.35,DSO-RD;,16583,27267
20240217-15,22.39,DSO-RD;,16600,27489
20240217-16,22.41,DSO-RD;,16986,27544
20240217-17,24.2,DSO-RD;,17624,27303
20240217-18,25.21,DSO-RD;,18498,27314
20240217-19,29.76,DSO-RD;,18925,27377
20240217-20,24.27,DSO-RD;,18375,27536
20240217-21,22.65,DSO-RD;,18074,28143
20240217-22,22.19,DSO-RD;,17585,28200
20240217-23,24.39,DSO-RD;,16807,28601
20240217-24,22.4,DSO-RD;,16079,28695
20240229-1,34.78,DSO-RD;,15689,27719
20240229-2,30.89,DSO-RD;,15475,27719
20240229-3,30.39,DSO-RD;,15326,27523
20240229-4,23.41,DSO-RD;,15318,27033
20240229-5,23.33,DSO-RD;,15563,27327
20240229-6,24.05,DSO-RD;,16124,27131
20240229-7,27.33,DSO-RD;,17466,27041
20240229-8,38.42,DSO-RD;,18498,27646
20240229-9,32.85,DSO-RD;,18310,27831
20240229-10,40.35,DSO-RD;,17730,27600
20240229-11,32.77,DSO-RD;,17591,27523
20240229-12,31.88,DSO-RD;,17424,27274
20240229-13,28.07,DSO-RD;,17357,27108
20240229-14,23.36,DSO-RD;,17059,27137
20240229-15,20.47,DSO-RD;,17066,27334
20240229-16,22.38,DSO-RD;,17371,27239
20240229-17,27.13,DSO-RD;,18431,26945
20240229-18,40.81,DSO-RD;,19264,26601
20240229-19,49.84,DSO-RD;,19612,26287
20240229-20,54.0,DSO-RD;,19583,25606
20240229-21,46.21,DSO-RD;,19108,25580
20240229-22,34.61,DSO-RD;,18445,25882
20240229-23,43.1,DSO-RD;,17625,26781
20240229-24,36.64,DSO-RD;,16694,25949
20240201-1,12.73,DSO-RD;,14571,28954
20240201-2,13.34,DSO-RD;,14378,29456
20240201-3,34.25,DSO-RD;,14302,29146
20240201-4,29.72,DSO-RD;,14200,28816
20240201-5,26.7,DSO-RD;,14244,28614
20240201-6,26.38,DSO-RD;,14791,28448
20240201-7,26.73,DSO-RD;,15966,28454
20240201-8,30.91,DSO-RD;,17206,27974
20240201-9,30.5,DSO-RD;,17709,27811
20240201-10,31.68,DSO-RD;,17800,27933
20240201-11,31.82,DSO-RD;,17887,27844
20240201-12,30.72,DSO-RD;,17866,27625
20240201-13,31.97,DSO-RD;,17785,27425
20240201-14,33.15,DSO-RD;,17875,26755
20240201-15,37.54,DSO-RD;,17869,26181
20240201-16,40.32,DSO-RD;,18115,25874
20240201-17,34.46,DSO-RD;,18524,25883
20240201-18,31.27,DSO-RD;,18867,25580
20240201-19,32.23,DSO-RD;,18674,26315
20240201-20,31.73,DSO-RD;,18177,26217
20240201-21,33.61,DSO-RD;,18216,26414
20240201-22,32.93,DSO-RD;,17224,26565
20240201-23,28.05,DSO-RD;,16065,26666
20240201-24,27.19,DSO-RD;,15248,26754
20240215-1,23.95,DSO-RD;,15445,25805
20240215-2,23.42,DSO-RD;,15148,26331
20240215-3,23.34,DSO-RD;,15059,26179
20240215-4,23.78,DSO-RD;,15062,26455
20240215-5,23.84,DSO-RD;,15370,26566
20240215-6,24.0,DSO-RD;,15798,26513
20240215-7,24.21,DSO-RD;,16816,26844
20240215-8,24.08,DSO-RD;,17847,27147
20240215-9,24.54,DSO-RD;,17928,27638
20240215-10,27.27,DSO-RD;,17945,27994
20240215-11,28.39,DSO-RD;,18425,28282
20240215-12,32.57,DSO-RD;,18702,28223
20240215-13,32.89,DSO-RD;,18881,28154
20240215-14,51.36,DSO-RD;,19166,28130
20240215-15,34.34,DSO-RD;,19127,27784
